,prices,locations,other
6876,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
6877,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
6878,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
6879,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
6880,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6881,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
6882,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6883,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6884,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
6885,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
6886,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
6887,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6888,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6889,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6890,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
6891,      R$ 630.000    ," Rua Real da Torre, 1275 - Madalena, Recife - PE ",   96   Área m²     3   Quartos     2   Banheiros     2   Vagas   
6892,      R$ 1.500.000    ," Avenida Boa Viagem, 1616 - Boa Viagem, Recife - PE ",   223   Área m²     3   Quartos     2   Suítes     2   Banheiros     --   Vaga   
6893,      R$ 950.000    ," Rua Padre Roma, 669 - Parnamirim, Recife - PE ",   132   Área m²     3   Quartos     2   Suítes     3   Banheiros     2   Vagas   
6894,      R$ 99.999.999    ," Rua Le Parc, 100 - Imbiribeira, Recife - PE ",   141   Área m²     4   Quartos     4   Suítes     5   Banheiros     2   Vagas   
6895,      R$ 400.000    ," Estrada do Arraial, 3574 - Casa Amarela, Recife - PE ",   79   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
6896,      R$ 415.000    ," Travessa Maria Carolina, 816 - Boa Viagem, Recife - PE ",   64   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
6897,      R$ 550.000    ," Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE ",   104   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
6898,      R$ 430.000    ," Avenida Santos Dumont - Aflitos, Recife - PE ",   90   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
6899,      R$ 450.000    ," Rua Tenente Antônio João, 61 - Graças, Recife - PE ",   97   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6900,      R$ 2.300.000    ," Avenida Boa Viagem, 1662 - Boa Viagem, Recife - PE ",   218   Área m²     4   Quartos     4   Suítes     4   Banheiros     3   Vagas   
6901,      R$ 290.000    ," Avenida Visconde de Albuquerque, 186 - Madalena, Recife - PE ",   114   Área m²     4   Quartos     1   Suíte     3   Banheiros     1   Vaga   
6902,      R$ 302.900    ," Rua Dois de Julho, 251 - Santo Amaro, Recife - PE ",   58   Área m²     2   Quartos     1   Suíte     1   Banheiro     1   Vaga   
6903,      R$ 275.000    ," Avenida República do Líbano, 560 - Pina, Recife - PE ",   34   Área m²     1   Quarto     --   Suíte     1   Banheiro     1   Vaga   
6904,      R$ 220.000    ," Rua Japecanga, Apto. 203 - Prado, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6905,      R$ 420.000    ," Encruzilhada, Recife - PE ",   60   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6906,      R$ 1.106.000    ," Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE ",   154   Área m²     4   Quartos     4   Suítes     4   Banheiros     2   Vagas   
6907,      R$ 720.000    ," Rua Bruno Veloso, 422 - Boa Viagem, Recife - PE ",   170   Área m²     3   Quartos     1   Suíte     1   Banheiro     2   Vagas   
6908,      R$ 340.000    ," Rua Jonathas de Vasconcelos, 427 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6909,      R$ 670.000    ," Rua Gervásio Fioravante - Graças, Recife - PE ",   80   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
6910,      R$ 709.999    ," Rua Caio Pereira, 225 - Rosarinho, Recife - PE ",   100   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
6911,      R$ 400.000    ," Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     3   Banheiros     1   Vaga   
6912,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
6913,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
6914,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
6915,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
6916,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6917,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
6918,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6919,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6920,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
6921,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
6922,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
6923,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6924,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6925,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6926,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
6927,      R$ 630.000    ," Rua Real da Torre, 1275 - Madalena, Recife - PE ",   96   Área m²     3   Quartos     2   Banheiros     2   Vagas   
6928,      R$ 1.500.000    ," Avenida Boa Viagem, 1616 - Boa Viagem, Recife - PE ",   223   Área m²     3   Quartos     2   Suítes     2   Banheiros     --   Vaga   
6929,      R$ 950.000    ," Rua Padre Roma, 669 - Parnamirim, Recife - PE ",   132   Área m²     3   Quartos     2   Suítes     3   Banheiros     2   Vagas   
6930,      R$ 99.999.999    ," Rua Le Parc, 100 - Imbiribeira, Recife - PE ",   141   Área m²     4   Quartos     4   Suítes     5   Banheiros     2   Vagas   
6931,      R$ 400.000    ," Estrada do Arraial, 3574 - Casa Amarela, Recife - PE ",   79   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
6932,      R$ 415.000    ," Travessa Maria Carolina, 816 - Boa Viagem, Recife - PE ",   64   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
6933,      R$ 550.000    ," Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE ",   104   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
6934,      R$ 430.000    ," Avenida Santos Dumont - Aflitos, Recife - PE ",   90   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
6935,      R$ 450.000    ," Rua Tenente Antônio João, 61 - Graças, Recife - PE ",   97   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6936,      R$ 2.300.000    ," Avenida Boa Viagem, 1662 - Boa Viagem, Recife - PE ",   218   Área m²     4   Quartos     4   Suítes     4   Banheiros     3   Vagas   
6937,      R$ 290.000    ," Avenida Visconde de Albuquerque, 186 - Madalena, Recife - PE ",   114   Área m²     4   Quartos     1   Suíte     3   Banheiros     1   Vaga   
6938,      R$ 302.900    ," Rua Dois de Julho, 251 - Santo Amaro, Recife - PE ",   58   Área m²     2   Quartos     1   Suíte     1   Banheiro     1   Vaga   
6939,      R$ 275.000    ," Avenida República do Líbano, 560 - Pina, Recife - PE ",   34   Área m²     1   Quarto     --   Suíte     1   Banheiro     1   Vaga   
6940,      R$ 220.000    ," Rua Japecanga, Apto. 203 - Prado, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6941,      R$ 420.000    ," Encruzilhada, Recife - PE ",   60   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6942,      R$ 1.106.000    ," Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE ",   154   Área m²     4   Quartos     4   Suítes     4   Banheiros     2   Vagas   
6943,      R$ 720.000    ," Rua Bruno Veloso, 422 - Boa Viagem, Recife - PE ",   170   Área m²     3   Quartos     1   Suíte     1   Banheiro     2   Vagas   
6944,      R$ 340.000    ," Rua Jonathas de Vasconcelos, 427 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6945,      R$ 670.000    ," Rua Gervásio Fioravante - Graças, Recife - PE ",   80   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
6946,      R$ 709.999    ," Rua Caio Pereira, 225 - Rosarinho, Recife - PE ",   100   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
6947,      R$ 400.000    ," Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     3   Banheiros     1   Vaga   
6948,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
6949,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
6950,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
6951,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
6952,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6953,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
6954,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6955,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6956,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
6957,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
6958,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
6959,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6960,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6961,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6962,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
6963,      R$ 630.000    ," Rua Real da Torre, 1275 - Madalena, Recife - PE ",   96   Área m²     3   Quartos     2   Banheiros     2   Vagas   
6964,      R$ 1.500.000    ," Avenida Boa Viagem, 1616 - Boa Viagem, Recife - PE ",   223   Área m²     3   Quartos     2   Suítes     2   Banheiros     --   Vaga   
6965,      R$ 950.000    ," Rua Padre Roma, 669 - Parnamirim, Recife - PE ",   132   Área m²     3   Quartos     2   Suítes     3   Banheiros     2   Vagas   
6966,      R$ 99.999.999    ," Rua Le Parc, 100 - Imbiribeira, Recife - PE ",   141   Área m²     4   Quartos     4   Suítes     5   Banheiros     2   Vagas   
6967,      R$ 400.000    ," Estrada do Arraial, 3574 - Casa Amarela, Recife - PE ",   79   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
6968,      R$ 415.000    ," Travessa Maria Carolina, 816 - Boa Viagem, Recife - PE ",   64   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
6969,      R$ 550.000    ," Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE ",   104   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
6970,      R$ 430.000    ," Avenida Santos Dumont - Aflitos, Recife - PE ",   90   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
6971,      R$ 450.000    ," Rua Tenente Antônio João, 61 - Graças, Recife - PE ",   97   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6972,      R$ 2.300.000    ," Avenida Boa Viagem, 1662 - Boa Viagem, Recife - PE ",   218   Área m²     4   Quartos     4   Suítes     4   Banheiros     3   Vagas   
6973,      R$ 290.000    ," Avenida Visconde de Albuquerque, 186 - Madalena, Recife - PE ",   114   Área m²     4   Quartos     1   Suíte     3   Banheiros     1   Vaga   
6974,      R$ 302.900    ," Rua Dois de Julho, 251 - Santo Amaro, Recife - PE ",   58   Área m²     2   Quartos     1   Suíte     1   Banheiro     1   Vaga   
6975,      R$ 275.000    ," Avenida República do Líbano, 560 - Pina, Recife - PE ",   34   Área m²     1   Quarto     --   Suíte     1   Banheiro     1   Vaga   
6976,      R$ 220.000    ," Rua Japecanga, Apto. 203 - Prado, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6977,      R$ 420.000    ," Encruzilhada, Recife - PE ",   60   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6978,      R$ 1.106.000    ," Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE ",   154   Área m²     4   Quartos     4   Suítes     4   Banheiros     2   Vagas   
6979,      R$ 720.000    ," Rua Bruno Veloso, 422 - Boa Viagem, Recife - PE ",   170   Área m²     3   Quartos     1   Suíte     1   Banheiro     2   Vagas   
6980,      R$ 340.000    ," Rua Jonathas de Vasconcelos, 427 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6981,      R$ 670.000    ," Rua Gervásio Fioravante - Graças, Recife - PE ",   80   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
6982,      R$ 709.999    ," Rua Caio Pereira, 225 - Rosarinho, Recife - PE ",   100   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
6983,      R$ 400.000    ," Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     3   Banheiros     1   Vaga   
6984,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
6985,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
6986,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
6987,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
6988,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6989,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
6990,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6991,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6992,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
6993,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
6994,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
6995,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6996,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6997,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
6998,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
6999,      R$ 630.000    ," Rua Real da Torre, 1275 - Madalena, Recife - PE ",   96   Área m²     3   Quartos     2   Banheiros     2   Vagas   
7000,      R$ 1.500.000    ," Avenida Boa Viagem, 1616 - Boa Viagem, Recife - PE ",   223   Área m²     3   Quartos     2   Suítes     2   Banheiros     --   Vaga   
7001,      R$ 950.000    ," Rua Padre Roma, 669 - Parnamirim, Recife - PE ",   132   Área m²     3   Quartos     2   Suítes     3   Banheiros     2   Vagas   
7002,      R$ 99.999.999    ," Rua Le Parc, 100 - Imbiribeira, Recife - PE ",   141   Área m²     4   Quartos     4   Suítes     5   Banheiros     2   Vagas   
7003,      R$ 400.000    ," Estrada do Arraial, 3574 - Casa Amarela, Recife - PE ",   79   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
7004,      R$ 415.000    ," Travessa Maria Carolina, 816 - Boa Viagem, Recife - PE ",   64   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
7005,      R$ 550.000    ," Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE ",   104   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
7006,      R$ 430.000    ," Avenida Santos Dumont - Aflitos, Recife - PE ",   90   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
7007,      R$ 450.000    ," Rua Tenente Antônio João, 61 - Graças, Recife - PE ",   97   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
7008,      R$ 2.300.000    ," Avenida Boa Viagem, 1662 - Boa Viagem, Recife - PE ",   218   Área m²     4   Quartos     4   Suítes     4   Banheiros     3   Vagas   
7009,      R$ 290.000    ," Avenida Visconde de Albuquerque, 186 - Madalena, Recife - PE ",   114   Área m²     4   Quartos     1   Suíte     3   Banheiros     1   Vaga   
7010,      R$ 302.900    ," Rua Dois de Julho, 251 - Santo Amaro, Recife - PE ",   58   Área m²     2   Quartos     1   Suíte     1   Banheiro     1   Vaga   
7011,      R$ 275.000    ," Avenida República do Líbano, 560 - Pina, Recife - PE ",   34   Área m²     1   Quarto     --   Suíte     1   Banheiro     1   Vaga   
7012,      R$ 220.000    ," Rua Japecanga, Apto. 203 - Prado, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
7013,      R$ 420.000    ," Encruzilhada, Recife - PE ",   60   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
7014,      R$ 1.106.000    ," Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE ",   154   Área m²     4   Quartos     4   Suítes     4   Banheiros     2   Vagas   
7015,      R$ 720.000    ," Rua Bruno Veloso, 422 - Boa Viagem, Recife - PE ",   170   Área m²     3   Quartos     1   Suíte     1   Banheiro     2   Vagas   
7016,      R$ 340.000    ," Rua Jonathas de Vasconcelos, 427 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
7017,      R$ 670.000    ," Rua Gervásio Fioravante - Graças, Recife - PE ",   80   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
7018,      R$ 709.999    ," Rua Caio Pereira, 225 - Rosarinho, Recife - PE ",   100   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
7019,      R$ 400.000    ," Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     3   Banheiros     1   Vaga   
7020,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
7021,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
7022,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
7023,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
7024,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
7025,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
7026,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
7027,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
7028,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
7029,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
7030,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
7031,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
7032,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
7033,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
7034,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
7035,      R$ 630.000    ," Rua Real da Torre, 1275 - Madalena, Recife - PE ",   96   Área m²     3   Quartos     2   Banheiros     2   Vagas   
7036,      R$ 1.500.000    ," Avenida Boa Viagem, 1616 - Boa Viagem, Recife - PE ",   223   Área m²     3   Quartos     2   Suítes     2   Banheiros     --   Vaga   
7037,      R$ 950.000    ," Rua Padre Roma, 669 - Parnamirim, Recife - PE ",   132   Área m²     3   Quartos     2   Suítes     3   Banheiros     2   Vagas   
7038,      R$ 99.999.999    ," Rua Le Parc, 100 - Imbiribeira, Recife - PE ",   141   Área m²     4   Quartos     4   Suítes     5   Banheiros     2   Vagas   
7039,      R$ 400.000    ," Estrada do Arraial, 3574 - Casa Amarela, Recife - PE ",   79   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
7040,      R$ 415.000    ," Travessa Maria Carolina, 816 - Boa Viagem, Recife - PE ",   64   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
7041,      R$ 550.000    ," Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE ",   104   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
7042,      R$ 430.000    ," Avenida Santos Dumont - Aflitos, Recife - PE ",   90   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
