,prices,locations,other
8408,      R$ 415.000    ," Travessa Maria Carolina, 816 - Boa Viagem, Recife - PE ",   64   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8409,      R$ 550.000    ," Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE ",   104   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8410,      R$ 430.000    ," Avenida Santos Dumont - Aflitos, Recife - PE ",   90   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8411,      R$ 450.000    ," Rua Tenente Antônio João, 61 - Graças, Recife - PE ",   97   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8412,      R$ 2.300.000    ," Avenida Boa Viagem, 1662 - Boa Viagem, Recife - PE ",   218   Área m²     4   Quartos     4   Suítes     4   Banheiros     3   Vagas   
8413,      R$ 290.000    ," Avenida Visconde de Albuquerque, 186 - Madalena, Recife - PE ",   114   Área m²     4   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8414,      R$ 302.900    ," Rua Dois de Julho, 251 - Santo Amaro, Recife - PE ",   58   Área m²     2   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8415,      R$ 275.000    ," Avenida República do Líbano, 560 - Pina, Recife - PE ",   34   Área m²     1   Quarto     --   Suíte     1   Banheiro     1   Vaga   
8416,      R$ 220.000    ," Rua Japecanga, Apto. 203 - Prado, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8417,      R$ 420.000    ," Encruzilhada, Recife - PE ",   60   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8418,      R$ 1.106.000    ," Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE ",   154   Área m²     4   Quartos     4   Suítes     4   Banheiros     2   Vagas   
8419,      R$ 720.000    ," Rua Bruno Veloso, 422 - Boa Viagem, Recife - PE ",   170   Área m²     3   Quartos     1   Suíte     1   Banheiro     2   Vagas   
8420,      R$ 340.000    ," Rua Jonathas de Vasconcelos, 427 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8421,      R$ 670.000    ," Rua Gervásio Fioravante - Graças, Recife - PE ",   80   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8422,      R$ 709.999    ," Rua Caio Pereira, 225 - Rosarinho, Recife - PE ",   100   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8423,      R$ 400.000    ," Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8424,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8425,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
8426,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
8427,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8428,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8429,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8430,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8431,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8432,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8433,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8434,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8435,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8436,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8437,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8438,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
8439,      R$ 630.000    ," Rua Real da Torre, 1275 - Madalena, Recife - PE ",   96   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8440,      R$ 1.500.000    ," Avenida Boa Viagem, 1616 - Boa Viagem, Recife - PE ",   223   Área m²     3   Quartos     2   Suítes     2   Banheiros     --   Vaga   
8441,      R$ 950.000    ," Rua Padre Roma, 669 - Parnamirim, Recife - PE ",   132   Área m²     3   Quartos     2   Suítes     3   Banheiros     2   Vagas   
8442,      R$ 99.999.999    ," Rua Le Parc, 100 - Imbiribeira, Recife - PE ",   141   Área m²     4   Quartos     4   Suítes     5   Banheiros     2   Vagas   
8443,      R$ 400.000    ," Estrada do Arraial, 3574 - Casa Amarela, Recife - PE ",   79   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8444,      R$ 415.000    ," Travessa Maria Carolina, 816 - Boa Viagem, Recife - PE ",   64   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8445,      R$ 550.000    ," Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE ",   104   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8446,      R$ 430.000    ," Avenida Santos Dumont - Aflitos, Recife - PE ",   90   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8447,      R$ 450.000    ," Rua Tenente Antônio João, 61 - Graças, Recife - PE ",   97   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8448,      R$ 2.300.000    ," Avenida Boa Viagem, 1662 - Boa Viagem, Recife - PE ",   218   Área m²     4   Quartos     4   Suítes     4   Banheiros     3   Vagas   
8449,      R$ 290.000    ," Avenida Visconde de Albuquerque, 186 - Madalena, Recife - PE ",   114   Área m²     4   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8450,      R$ 302.900    ," Rua Dois de Julho, 251 - Santo Amaro, Recife - PE ",   58   Área m²     2   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8451,      R$ 275.000    ," Avenida República do Líbano, 560 - Pina, Recife - PE ",   34   Área m²     1   Quarto     --   Suíte     1   Banheiro     1   Vaga   
8452,      R$ 220.000    ," Rua Japecanga, Apto. 203 - Prado, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8453,      R$ 420.000    ," Encruzilhada, Recife - PE ",   60   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8454,      R$ 1.106.000    ," Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE ",   154   Área m²     4   Quartos     4   Suítes     4   Banheiros     2   Vagas   
8455,      R$ 720.000    ," Rua Bruno Veloso, 422 - Boa Viagem, Recife - PE ",   170   Área m²     3   Quartos     1   Suíte     1   Banheiro     2   Vagas   
8456,      R$ 340.000    ," Rua Jonathas de Vasconcelos, 427 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8457,      R$ 670.000    ," Rua Gervásio Fioravante - Graças, Recife - PE ",   80   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8458,      R$ 709.999    ," Rua Caio Pereira, 225 - Rosarinho, Recife - PE ",   100   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8459,      R$ 400.000    ," Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8460,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8461,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
8462,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
8463,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8464,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8465,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8466,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8467,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8468,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8469,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8470,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8471,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8472,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8473,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8474,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
8475,      R$ 630.000    ," Rua Real da Torre, 1275 - Madalena, Recife - PE ",   96   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8476,      R$ 1.500.000    ," Avenida Boa Viagem, 1616 - Boa Viagem, Recife - PE ",   223   Área m²     3   Quartos     2   Suítes     2   Banheiros     --   Vaga   
8477,      R$ 950.000    ," Rua Padre Roma, 669 - Parnamirim, Recife - PE ",   132   Área m²     3   Quartos     2   Suítes     3   Banheiros     2   Vagas   
8478,      R$ 99.999.999    ," Rua Le Parc, 100 - Imbiribeira, Recife - PE ",   141   Área m²     4   Quartos     4   Suítes     5   Banheiros     2   Vagas   
8479,      R$ 400.000    ," Estrada do Arraial, 3574 - Casa Amarela, Recife - PE ",   79   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8480,      R$ 415.000    ," Travessa Maria Carolina, 816 - Boa Viagem, Recife - PE ",   64   Área m²     3   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8481,      R$ 550.000    ," Rua Professor Augusto Lins e Silva, 356 - Boa Viagem, Recife - PE ",   104   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8482,      R$ 430.000    ," Avenida Santos Dumont - Aflitos, Recife - PE ",   90   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8483,      R$ 450.000    ," Rua Tenente Antônio João, 61 - Graças, Recife - PE ",   97   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8484,      R$ 2.300.000    ," Avenida Boa Viagem, 1662 - Boa Viagem, Recife - PE ",   218   Área m²     4   Quartos     4   Suítes     4   Banheiros     3   Vagas   
8485,      R$ 290.000    ," Avenida Visconde de Albuquerque, 186 - Madalena, Recife - PE ",   114   Área m²     4   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8486,      R$ 302.900    ," Rua Dois de Julho, 251 - Santo Amaro, Recife - PE ",   58   Área m²     2   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8487,      R$ 275.000    ," Avenida República do Líbano, 560 - Pina, Recife - PE ",   34   Área m²     1   Quarto     --   Suíte     1   Banheiro     1   Vaga   
8488,      R$ 220.000    ," Rua Japecanga, Apto. 203 - Prado, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8489,      R$ 420.000    ," Encruzilhada, Recife - PE ",   60   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8490,      R$ 1.106.000    ," Rua Félix de Brito Melo, 202 - Boa Viagem, Recife - PE ",   154   Área m²     4   Quartos     4   Suítes     4   Banheiros     2   Vagas   
8491,      R$ 720.000    ," Rua Bruno Veloso, 422 - Boa Viagem, Recife - PE ",   170   Área m²     3   Quartos     1   Suíte     1   Banheiro     2   Vagas   
8492,      R$ 340.000    ," Rua Jonathas de Vasconcelos, 427 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8493,      R$ 670.000    ," Rua Gervásio Fioravante - Graças, Recife - PE ",   80   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8494,      R$ 709.999    ," Rua Caio Pereira, 225 - Rosarinho, Recife - PE ",   100   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8495,      R$ 400.000    ," Avenida Engenheiro Domingos Ferreira, 2842 - Boa Viagem, Recife - PE ",   54   Área m²     2   Quartos     1   Suíte     3   Banheiros     1   Vaga   
8496,      R$ 1.700.000    ," Avenida Dezessete de Agosto, 2720 - Casa Forte, Recife - PE ",   207   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8497,    Sob Consulta   ," Rua Eurico de Souza Leão, 541 - Cordeiro, Recife - PE ",   55-73   Área m²     1-3   Quartos     1   Banheiro     1-2   Vagas   
8498,      R$ 780.000    ," Rua Wilfrid Rússel Shorto, 61 - Boa Viagem, Recife - PE ",   250   Área m²     4   Quartos     2   Suítes     4   Banheiros     1   Vaga   
8499,      R$ 450.000    ," Estrada do Encanamento, 1342 - Casa Forte, Recife - PE ",   82   Área m²     3   Quartos     1   Suíte     3   Banheiros     2   Vagas   
8500,      R$ 350.000    ," Rua Doutor Luiz Inácio Pessoa de Melo, 81 - Boa Viagem, Recife - PE ",   70   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8501,      R$ 620.000    ," Rua Benjamin Constant, 122 - Torre, Recife - PE ",   88   Área m²     3   Quartos     1   Suíte     2   Banheiros     2   Vagas   
8502,      R$ 429.000    ," Rua da Angustura, 195 - Aflitos, Recife - PE ",   75   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8503,      R$ 400.000    ," Rua Arnaldo Bastos - Madalena, Recife - PE ",   48   Área m²     2   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8504,      R$ 520.000    ," Rua Ernani Braga, 109 - Madalena, Recife - PE ",   84   Área m²     3   Quartos     2   Banheiros     2   Vagas   
8505,      R$ 275.000    ," Rua Manuel de Barros Lima, 173 - Campo Grande, Recife - PE ",   76   Área m²     3   Quartos     1   Suíte     1   Banheiro     1   Vaga   
8506,      R$ 1.550.000    ," Rua Doutor João Santos Filho, 250 - Parnamirim, Recife - PE ",   203   Área m²     4   Quartos     4   Suítes     5   Banheiros     3   Vagas   
8507,      R$ 590.000    ," Rua do Futuro, 305 - Graças, Recife - PE ",   110   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8508,      R$ 399.000    ," Avenida Santos Dumont, 1500 - Ponto de Parada, Recife - PE ",   65   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8509,      R$ 350.000    ," Rua Jorge Couceiro da Costa Eiras, 443 - Boa Viagem, Recife - PE ",   67   Área m²     3   Quartos     1   Suíte     2   Banheiros     1   Vaga   
8510,      R$ 1.100.000    ," Rua Guilherme Salazar, 150 - Poço, Recife - PE ",   130   Área m²     3   Quartos     3   Suítes     5   Banheiros     2   Vagas   
