,prices,locations,other
3540,R$ 144.100,"Camaragibe, Santa Mônica",3 quartos | 71m² | 1 vaga
3541,R$ 336.000,"Recife, Espinheiro",3 quartos | 150m² | Condomínio: R$ 1.150 | 2 vagas
3542,R$ 590.000,"Jaboatão dos Guararapes, Candeias",1 quarto | 31m² | 1 vaga
3543,R$ 357.000,"Recife, Imbiribeira",3 quartos | 6652m² | 1 vaga
3544,R$ 630.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 80m² | Condomínio: R$ 365 | 1 vaga
3545,R$ 228.144,"Recife, Boa Viagem",2 quartos | 47m² | 1 vaga
3546,R$ 376.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 57m² | 1 vaga
3547,R$ 195.000,"Recife, Várzea",3 quartos | 56m² | Condomínio: R$ 1 | 1 vaga
3548,R$ 324.005,"Recife, Madalena",3 quartos | 66m² | 1 vaga
3549,R$ 287.000,"Recife, Encruzilhada",3 quartos | 102m² | Condomínio: R$ 650 | 1 vaga
3550,R$ 185.100,"Paulista, Centro",2 quartos | 47m² | 1 vaga
3551,R$ 308.000,"Jaboatão dos Guararapes, Barra de Jangada",2 quartos | 46m² | Condomínio: R$ 0 | 1 vaga
3552,R$ 380.000,"Recife, Boa Viagem",2 quartos | 53m² | 1 vaga
3553,R$ 123.000,Caruaru,4 quartos | 210m² | 4 vagas
3554,R$ 189.550,"Recife, Caxangá",3 quartos | 61m² | 1 vaga
3555,R$ 287.000,"Recife, Várzea",2 quartos | 54m² | 1 vaga
3556,R$ 2.249.016,"Recife, Recife",2 quartos | 62m² | Condomínio: R$ 500 | 1 vaga
3557,R$ 362.165,"Recife, Boa Viagem",1 quarto | 43m² | Condomínio: R$ 800 | 1 vaga
3558,R$ 255.073,"Jaboatão dos Guararapes, Candeias",4 quartos | 253m² | Condomínio: R$ 2.000 | 2 vagas
3559,R$ 270.000,"Jaboatão dos Guararapes, Candeias",4 quartos | 135m² | 2 vagas
3560,R$ 175.000,"Recife, Boa Viagem",2 quartos | Condomínio: R$ 1 | 1 vaga
3561,R$ 850.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 61m² | 1 vaga
3562,R$ 870.042,"Recife, Boa Viagem",2 quartos | 57m² | 1 vaga
3563,R$ 123.050,"Paulista, Janga",2 quartos | 57m² | 1 vaga
3564,R$ 362.132,"Recife, Boa Viagem",3 quartos | 65m² | 1 vaga
3565,R$ 289.999,"Recife, Santo Amaro",3 quartos | 61m² | 1 vaga
3566,R$ 317.000,"Recife, Santo Amaro",4 quartos | 124m² | 2 vagas
3567,R$ 308.000,"Jaboatão dos Guararapes, Barra de Jangada",3 quartos | 82m² | Condomínio: R$ 680 | 2 vagas
3568,R$ 361.290,"Recife, Boa Viagem",3 quartos | 143m² | Condomínio: R$ 1.200 | 1 vaga
3569,R$ 1.034.022,"Recife, Boa Viagem",2 quartos | 1 vaga
3570,R$ 470.000,"Recife, Casa Amarela",2 quartos | 52m² | Condomínio: R$ 476 | 1 vaga
3571,R$ 350.000,"Recife, Casa Forte",3 quartos | 120m² | 2 vagas
3572,R$ 125.000,Abreu e Lima,4 quartos | 134m² | Condomínio: R$ 0 | 3 vagas
3573,R$ 370.000,"Recife, Boa Viagem",3 quartos | 62m² | 1 vaga
3574,R$ 430.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 56m² | 2 vagas
3575,R$ 894.860,"Jaboatão dos Guararapes, Candeias",1 quarto | 35m² | 1 vaga
3576,R$ 319.016,"Recife, Cordeiro",3 quartos | 56m² | Condomínio: R$ 1 | 1 vaga
3577,R$ 305.273,"Jaboatão dos Guararapes, Piedade",3 quartos | 66m² | 1 vaga
3578,R$ 244.133,"Recife, Encruzilhada",2 quartos | 47m² | 1 vaga
3579,R$ 182.100,"Paulista, Centro",2 quartos | 45m² | Condomínio: R$ 1 | 1 vaga
3580,R$ 368.016,"Recife, Boa Viagem",2 quartos | 52m² | 1 vaga
3581,R$ 260.521,"Recife, Campo Grande",3 quartos | 71m² | 2 vagas
3582,R$ 145.050,"Paulista, Centro",1 quarto | 26m² | Condomínio: R$ 866 | 1 vaga
3583,R$ 369.999,"Recife, Graças",1 quarto | 40m² | Condomínio: R$ 550 | 1 vaga
3584,R$ 510.016,"Recife, Casa Forte",2 quartos | 60m² | Condomínio: R$ 290 | 1 vaga
3585,R$ 360.000,"Recife, Boa Viagem",3 quartos | 72m² | 1 vaga
3586,R$ 345.000,"Recife, Boa Viagem",3 quartos | 66m² | 1 vaga
3587,R$ 190.000,"Recife, Macaxeira",4 quartos | 97m² | 3 vagas
3588,R$ 349.007,"Recife, Boa Viagem",2 quartos | 52m² | 1 vaga
3589,R$ 395.016,"Recife, Parnamirim",2 quartos | 52m² | 1 vaga
3590,R$ 839.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 43m² | Condomínio: R$ 1 | 1 vaga
3591,R$ 270.137,"Jaboatão dos Guararapes, Piedade",3 quartos | 121m² | Condomínio: R$ 690 | 1 vaga
3592,R$ 307.215,"Recife, Boa Viagem",2 quartos | 86m² | 1 vaga
3593,R$ 161.999,"Paulista, Maranguape I",3 quartos | 75m² | Condomínio: R$ 358 | 2 vagas
3594,R$ 650.000,"Recife, Espinheiro",2 quartos | 42m² | 1 vaga
3595,R$ 650.000,"Recife, Boa Viagem",2 quartos | 50m² | 1 vaga
3596,R$ 337.500,"Caruaru, Universitário",3 quartos | 95m² | 2 vagas
3597,R$ 141.000,"Olinda, Rio Doce",3 quartos | 72m² | 1 vaga
3598,R$ 290.361,"Recife, Casa Amarela",3 quartos | 72m² | 1 vaga
3599,R$ 745.016,"Recife, Rosarinho",2 quartos | 42m² | 1 vaga
3600,R$ 349.000,"Recife, Boa Viagem",2 quartos | 58m² | 1 vaga
3601,R$ 349.004,"Recife, Boa Viagem",3 quartos | 97m² | 2 vagas
3602,R$ 140.000,"Jaboatão dos Guararapes, Engenho Velho",3 quartos | 64m² | 1 vaga
3603,R$ 430.016,"Recife, Boa Viagem",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3604,R$ 604.000,"Jaboatão dos Guararapes, Centro",3 quartos | 84m² | 2 vagas
3605,R$ 545.000,"Recife, Boa Viagem",2 quartos | 45m² | Condomínio: R$ 1 | 1 vaga
3606,R$ 122.050,"Jaboatão dos Guararapes, Barra de Jangada",5 ou mais quarto | 450m² | Condomínio: R$ 2.800 | 3 vagas
3607,R$ 550.016,"Recife, Pina",3 quartos | 72m² | 1 vaga
3608,R$ 144.999,"Paulista, Centro",3 quartos | 70m² | Condomínio: R$ 460 | 1 vaga
3609,R$ 3.000.000R$ 3.500.000,"Recife, Boa Viagem",3 quartos | 67m² | 1 vaga
3610,R$ 370.016,"Recife, Pina",2 quartos | 50m² | 1 vaga
3611,R$ 240.000,"Recife, Campo Grande",3 quartos | 72m² | 1 vaga
3612,R$ 345.016,"Recife, Pina",1 quarto | 40m² | Condomínio: R$ 150 | 1 vaga
3613,R$ 230.454,"Recife, Torre",2 quartos | 6668m² | 1 vaga
3614,R$ 349.002,"Recife, Boa Viagem",2 quartos | 47m² | Condomínio: R$ 1
3615,R$ 68.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 51m² | 1 vaga
3616,R$ 302.500,"Jaboatão dos Guararapes, Piedade",4 quartos | 160m² | 3 vagas
3617,R$ 190.100,"Recife, Tejipió",2 quartos | 82m² | 1 vaga
3618,R$ 336.163,"Recife, Espinheiro",2 quartos | 58m² | 1 vaga
3619,R$ 1.200.013,"Recife, Apipucos",3 quartos | 72m² | 1 vaga
3620,R$ 429.999,"Jaboatão dos Guararapes, Candeias",3 quartos | 64m² | 1 vaga
3621,R$ 300.147,"Recife, Casa Amarela",4 quartos | 110m² | Condomínio: R$ 950 | 2 vagas
3622,R$ 349.001,"Recife, Boa Viagem",3 quartos | 63m² | 1 vaga
3623,R$ 320.052,"Recife, Recife",3 quartos | 64m² | 1 vaga
3624,R$ 750.000,"Recife, Boa Viagem",3 quartos | 58m² | 1 vaga
3625,R$ 345.001,"Recife, Encruzilhada",2 quartos | 62m² | Condomínio: R$ 540 | 2 vagas
3626,R$ 320.226,"Recife, Barro",3 quartos | 97m² | 2 vagas
3627,R$ 290.016,"Recife, Encruzilhada",3 quartos | 67m² | 1 vaga
3628,R$ 379.000,"Jaboatão dos Guararapes, Piedade",1 quarto | 48m² | Condomínio: R$ 996 | 1 vaga
3629,R$ 490.000R$ 500.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 66m² | 2 vagas
3630,R$ 275.016,"Recife, Encruzilhada",2 quartos | 41m² | Condomínio: R$ 1 | 1 vaga
3631,R$ 290.000,"Recife, Boa Viagem",2 quartos | 42m² | 1 vaga
3632,,"Recife, Tamarineira",2 quartos | 50m²
3633,R$ 119.100,"Paulista, Maranguape I",3 quartos | 106m² | Condomínio: R$ 860 | 2 vagas
3634,R$ 158.000,"Paulista, Maranguape I",3 quartos | 60m² | 1 vaga
3635,R$ 126.000,Paulista,4 quartos | 268m² | 2 vagas
3636,R$ 630.000,"Recife, Boa Viagem",3 quartos | 66m² | 1 vaga
3637,R$ 330.016,"Recife, Encruzilhada",4 quartos | 124m² | 3 vagas
3638,R$ 2.000.000,"Recife, Boa Viagem",3 quartos | 94m² | 2 vagas
3639,R$ 320.885,"Recife, Casa Amarela",3 quartos | 72m² | 1 vaga
3640,R$ 1.400.648,"Recife, Jaqueira",2 quartos | 58m² | 1 vaga
3641,R$ 699.900,Recife,4 quartos | 135m² | 2 vagas
3642,R$ 396.016,"Recife, Encruzilhada",4 quartos | 112m² | 2 vagas
3643,R$ 315.120,"Recife, Casa Amarela",2 quartos | 1 vaga
3644,R$ 698.000,"Recife, Ilha do Retiro",4 quartos | 257m² | 4 vagas
3645,R$ 750.016,"Recife, Torre",4 quartos | 135m² | 2 vagas
3646,R$ 250.000,"Olinda, Bairro Novo",2 quartos | 50m² | 1 vaga
3647,R$ 2.800.491,"Recife, Casa Forte",2 quartos | 62m² | 2 vagas
3648,R$ 744.257,"Recife, Poço",2 quartos | 52m² | 1 vaga
3649,R$ 249.513,"Recife, Rosarinho",2 quartos | 41m² | Condomínio: R$ 1 | 1 vaga
3650,R$ 399.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 54m² | 1 vaga
3651,R$ 266.149,"Recife, Caxangá",2 quartos | 56m² | 1 vaga
3652,R$ 151.100,"Olinda, Rio Doce",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3653,R$ 255.164,"Jaboatão dos Guararapes, Candeias",3 quartos | 70m² | 2 vagas
3654,R$ 250.811,"Recife, Iputinga",2 quartos | 42m² | 1 vaga
3655,R$ 105.200,"Jaboatão dos Guararapes, Marcos Freire",2 quartos | 44m² | Condomínio: R$ 160 | 1 vaga
3656,R$ 345.084R$ 3.450.841,"Jaboatão dos Guararapes, Piedade",3 quartos | 60m² | Condomínio: R$ 0 | 1 vaga
3657,R$ 259.934,"Recife, Casa Amarela",4 quartos | 156m² | 2 vagas
3658,R$ 159.500,"Jaboatão dos Guararapes, Candeias",3 quartos
3659,R$ 180.554,"Paulista, Mirueira",2 quartos | 50m² | 1 vaga
3660,R$ 1.320.060,"Recife, Pina",3 quartos | 0m² | 1 vaga
3661,R$ 115.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 78m² | 1 vaga
3662,R$ 414.000,"Recife, Pina",3 quartos | 113m² | Condomínio: R$ 1.150 | 2 vagas
3663,R$ 620.005,"Recife, Boa Viagem",3 quartos | 72m² | 1 vaga
3664,R$ 260.210,"Jaboatão dos Guararapes, Piedade",3 quartos | 124m² | 2 vagas
3665,R$ 750.000,"Cabo de Santo Agostinho, Paiva",3 quartos | 61m² | 1 vaga
3666,R$ 369.981,"Recife, Pina",1 quarto | 40m² | 1 vaga
3667,R$ 808.016,"Recife, Boa Vista",2 quartos | 46m² | 1 vaga
3668,R$ 331.210,"Recife, Prado",2 quartos | 53m² | 1 vaga
3669,R$ 330.000,"Recife, Boa Viagem",2 quartos | 45m² | Condomínio: R$ 210 | 1 vaga
3670,R$ 150.010,"Paulista, Centro",2 quartos | 0m² | 1 vaga
3671,R$ 269.234,"Recife, Imbiribeira",3 quartos | 93m² | 2 vagas
3672,R$ 82.000,"Camaragibe, Nazaré",3 quartos | 61m² | 1 vaga
3673,R$ 350.000,"Recife, Torreão",3 quartos | 74m² | 2 vagas
3674,R$ 810.016,"Recife, Boa Viagem",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3675,R$ 330.411,"Recife, Prado",4 quartos | 135m² | 2 vagas
3676,R$ 365.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 44m² | Condomínio: R$ 1 | 1 vaga
3677,R$ 122.100,"Jaboatão dos Guararapes, Sucupira",4 quartos | 240m² | Condomínio: R$ 1.500 | 3 vagas
3678,R$ 850.141,Recife,2 quartos | 44m² | Condomínio: R$ 200 | 1 vaga
3679,R$ 163.100,"Paulista, Maranguape I",2 quartos | 50m² | 1 vaga
3680,R$ 950.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 89m² | 2 vagas
3681,R$ 190.000,"Olinda, Peixinhos",2 quartos | 50m² | 1 vaga
3682,R$ 250.141,"Jaboatão dos Guararapes, Piedade",2 quartos | 57m² | 1 vaga
3683,R$ 600.016,"Jaboatão dos Guararapes, Candeias",5 ou mais quarto | 4 vagas
3684,R$ 249.993,"Jaboatão dos Guararapes, Piedade",2 quartos | 107m² | 2 vagas
3685,R$ 309.000,"Recife, Santo Amaro",4 quartos | 135m² | 2 vagas
3686,R$ 350.000,Paulista,4 quartos | 136m² | 2 vagas
3687,R$ 2.800,"Jaboatão dos Guararapes, Candeias",2 quartos | 61m² | 1 vaga
3688,R$ 835.016,"Jaboatão dos Guararapes, Centro",3 quartos | 80m² | 1 vaga
3689,R$ 750.129,"Recife, Boa Viagem",3 quartos | 96m² | 2 vagas
3690,R$ 302.205,"Jaboatão dos Guararapes, Piedade",2 quartos | 0m² | 1 vaga
3691,R$ 140.000,"Recife, Madalena",3 quartos | 5548m² | 1 vaga
3692,R$ 619.421,"Recife, Boa Viagem",2 quartos | 49m² | 1 vaga
3693,R$ 265.005,"Recife, Casa Amarela",1 quarto | 33m² | Condomínio: R$ 289 | 1 vaga
3694,R$ 322.500,"Jaboatão dos Guararapes, Piedade",2 quartos | 51m² | 1 vaga
3695,R$ 275.262,"Jaboatão dos Guararapes, Barra de Jangada",4 quartos | 135m² | 2 vagas
3696,R$ 241.888,Ipojuca,3 quartos | 62m² | 1 vaga
3697,R$ 275.264,"Recife, Encruzilhada",2 quartos | 52m² | Condomínio: R$ 590 | 1 vaga
3698,R$ 870.016,"Recife, Boa Viagem",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3699,R$ 265.021,"Recife, Encruzilhada",3 quartos | 89m² | 2 vagas
3700,R$ 250.141,"Jaboatão dos Guararapes, Candeias",3 quartos | 61m² | 1 vaga
3701,R$ 156.200,"Jaboatão dos Guararapes, Piedade",4 quartos | 120m² | Condomínio: R$ 520 | 1 vaga
3702,R$ 600.134,"Recife, Rosarinho",2 quartos | 59m² | 1 vaga
3703,R$ 319.142,"Recife, Cordeiro",2 quartos | 49m² | 1 vaga
3704,R$ 265.000,"Gravatá, Alpes Suiços",4 quartos | 136m² | 2 vagas
3705,R$ 240.157,"Jaboatão dos Guararapes, Candeias",3 quartos | 64m² | Condomínio: R$ 300 | 1 vaga
3706,R$ 199.249,"Jaboatão dos Guararapes, Candeias",4 quartos | 163m² | 2 vagas
3707,R$ 810.236,"Jaboatão dos Guararapes, Centro",3 quartos | 80m² | Condomínio: R$ 650 | 1 vaga
3708,R$ 265.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 64m² | 1 vaga
3709,R$ 1.999.980,"Recife, Boa Viagem",3 quartos | 68m² | 1 vaga
3710,R$ 408.000R$ 420.000,"Recife, Espinheiro",3 quartos | 97m² | 2 vagas
3711,R$ 313.124,"Recife, Barro",2 quartos | 50m² | 1 vaga
3712,R$ 355.000,"Recife, Boa Viagem",2 quartos | 56m² | 1 vaga
3713,R$ 760.000,"Jaboatão dos Guararapes, Centro",3 quartos | 71m² | 2 vagas
3714,R$ 302.088,"Recife, Torre",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3715,R$ 250.147,"Recife, Iputinga",2 quartos | 53m² | 2 vagas
3716,R$ 358.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 51m² | 1 vaga
3717,R$ 107.100,"Jaboatão dos Guararapes, Socorro",1 quarto | 33m² | 1 vaga
3718,R$ 470.240,"Jaboatão dos Guararapes, Piedade",3 quartos | 66m² | 1 vaga
3719,R$ 244.093,"Recife, Boa Vista",3 quartos | 59m² | 1 vaga
3720,R$ 186.214,"Jaboatão dos Guararapes, Candeias",3 quartos | 71m² | 2 vagas
3721,R$ 359.914,"Recife, Boa Viagem",2 quartos | 47m² | 1 vaga
3722,R$ 310.063,"Recife, Ponto de Parada",4 quartos | 170m² | Condomínio: R$ 800 | 2 vagas
3723,R$ 369.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 61m² | 1 vaga
3724,R$ 235.001,"Recife, Várzea",2 quartos | 51m² | Condomínio: R$ 0 | 1 vaga
3725,R$ 790.000,"Recife, Boa Viagem",2 quartos | 53m² | 1 vaga
3726,R$ 330.214,"Recife, Prado",4 quartos | 113m² | 2 vagas
3727,R$ 325.000,"Recife, Boa Vista",3 quartos | 121m² | 1 vaga
3728,R$ 335.217,Recife,3 quartos | 63m² | 1 vaga
3729,R$ 650.197,"Recife, Torre",2 quartos | 57m² | 1 vaga
3730,R$ 200.000,"Recife, Paissandu",3 quartos | 125m² | Condomínio: R$ 1.000 | 2 vagas
3731,R$ 340.000,"Recife, Torreão",3 quartos | 59m² | 1 vaga
3732,R$ 490.054,"Recife, Boa Viagem",3 quartos | 170m² | 2 vagas
3733,R$ 550.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 97m² | 2 vagas
3734,R$ 259.993,"Recife, Encruzilhada",2 quartos | 55m² | 1 vaga
3735,R$ 650.000R$ 700.000,"Jaboatão dos Guararapes, Piedade",3 quartos | 66m² | 1 vaga
3736,R$ 590.998,"Recife, Madalena",2 quartos | 52m² | 1 vaga
3737,R$ 160.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 55m² | 1 vaga
3738,R$ 392.125,"Recife, Parnamirim",4 quartos | 170m² | 2 vagas
3739,R$ 280.010,"Recife, Boa Vista",3 quartos | 70m² | 1 vaga
3740,R$ 255.147,"Recife, Campo Grande",3 quartos | 114m² | Condomínio: R$ 1.100 | 2 vagas
3741,R$ 1.250.000,"Recife, Boa Viagem",3 quartos | 124m² | 2 vagas
3742,R$ 396.264,"Recife, Encruzilhada",3 quartos | 78m² | 2 vagas
3743,R$ 810.000,"Recife, Rosarinho",3 quartos | 62m² | 1 vaga
3744,R$ 808.954,"Recife, Boa Vista",3 quartos | 64m² | 1 vaga
3745,R$ 480.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 45m² | 1 vaga
3746,R$ 350.213,"Recife, Casa Amarela",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3747,R$ 300.012,"Recife, Água Fria",2 quartos | 46m² | Condomínio: R$ 1 | 1 vaga
3748,R$ 146.000,"Jaboatão dos Guararapes, Santana",4 quartos | 400m² | 4 vagas
3749,R$ 156.100,"Paulista, Maranguape I",3 quartos | 58m² | 1 vaga
3750,R$ 122.200,"Jaboatão dos Guararapes, Dois Carneiros",1 quarto | 37m² | 1 vaga
3751,R$ 1.600.000,"Recife, Madalena",3 quartos | 66m² | 1 vaga
3752,R$ 280.367,"Recife, Encruzilhada",3 quartos | 85m² | Condomínio: R$ 500 | 1 vaga
3753,R$ 192.021,"Jaboatão dos Guararapes, Candeias",3 quartos | 60m² | 1 vaga
3754,R$ 310.210,"Jaboatão dos Guararapes, Candeias",2 quartos | 52m² | 1 vaga
3755,R$ 240.000,Recife,2 quartos | 50m² | 1 vaga
3756,R$ 299.892,"Recife, Ilha do Retiro",2 quartos | 53m² | 1 vaga
3757,R$ 307.414,"Recife, Boa Viagem",4 quartos | 239m² | 4 vagas
3758,R$ 230.124,"Recife, Torre",2 quartos | 57m² | 1 vaga
3759,R$ 142.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3760,R$ 2.500.000,"Cabo de Santo Agostinho, Paiva",3 quartos | 64m² | 1 vaga
3761,R$ 280.321,"Recife, Torre",2 quartos | 53m² | 1 vaga
3762,R$ 121.100,"Jaboatão dos Guararapes, Barra de Jangada",3 quartos | 62m² | 1 vaga
3763,R$ 325.006,"Recife, Torreão",2 quartos | 64m² | Condomínio: R$ 960 | 1 vaga
3764,R$ 269.015,"Recife, Imbiribeira",2 quartos | 58m² | 1 vaga
3765,R$ 300.012,Jaboatão dos Guararapes,2 quartos | 44m² | 1 vaga
3766,R$ 550.000,Tamandaré,4 quartos | 136m² | 2 vagas
3767,R$ 349.984,"Recife, Encruzilhada",3 quartos | 63m² | 2 vagas
3768,R$ 250.034,"Recife, Torre",3 quartos | 60m² | 1 vaga
3769,R$ 750.236,"Recife, Boa Viagem",2 quartos | 50m² | 1 vaga
3770,R$ 460.231,"Recife, Boa Viagem",3 quartos | 61m² | 1 vaga
3771,R$ 265.048,"Recife, Encruzilhada",3 quartos | 61m² | 1 vaga
3772,R$ 290.265,"Recife, Casa Amarela",3 quartos | 71m² | 1 vaga
3773,R$ 260.289,"Recife, Encruzilhada",2 quartos | 50m² | 1 vaga
3774,R$ 340.124,"Recife, Encruzilhada",3 quartos | 60m² | 1 vaga
3775,R$ 210.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 50m² | 1 vaga
3776,R$ 259.124,"Recife, Rosarinho",2 quartos | 55m² | Condomínio: R$ 200 | 1 vaga
3777,R$ 260.427,"Recife, Encruzilhada",2 quartos | 50m² | 1 vaga
3778,R$ 249.121,"Recife, Rosarinho",1 quarto | 33m² | Condomínio: R$ 203
3779,R$ 145.010R$ 150.000,Paulista,4 quartos | 230m² | 4 vagas
3780,R$ 249.215,"Recife, Rosarinho",2 quartos | 44m² | 1 vaga
3781,R$ 115.000,"Recife, Espinheiro",2 quartos | 52m² | 1 vaga
3782,R$ 2.000.000,"Recife, Boa Viagem",2 quartos | Condomínio: R$ 1.250 | 1 vaga
3783,R$ 244.121,Recife,2 quartos | 55m² | 1 vaga
3784,R$ 273.123,"Jaboatão dos Guararapes, Piedade",2 quartos | 42m² | 1 vaga
3785,R$ 700.000,Ipojuca,2 quartos | Condomínio: R$ 10
3786,R$ 235.123,"Jaboatão dos Guararapes, Cajueiro Seco",2 quartos | 56m² | 1 vaga
3787,R$ 149.000,"Jaboatão dos Guararapes, Engenho Velho",2 quartos | 52m² | 1 vaga
3788,R$ 52.000,"Jaboatão dos Guararapes, Vila Rica",4 quartos | 105m² | Condomínio: R$ 394
3789,R$ 339.999,"Recife, Casa Amarela",4 quartos | 105m² | Condomínio: R$ 394
3790,R$ 266.214,"Recife, Caxangá",3 quartos | 125m² | 2 vagas
3791,R$ 350.000,"Recife, Boa Vista",2 quartos | 81m² | 1 vaga
3792,R$ 350.000,"Recife, Boa Vista",2 quartos | 41m² | 1 vaga
3793,R$ 845.000,"Recife, Poço",3 quartos | 63m² | 1 vaga
3794,R$ 220.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 52m² | 1 vaga
3795,R$ 265.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 120m² | Condomínio: R$ 690 | 1 vaga
3796,R$ 339.000,"Recife, Encruzilhada",2 quartos | 46m² | Condomínio: R$ 1 | 1 vaga
3797,R$ 273.142,"Jaboatão dos Guararapes, Piedade",3 quartos | 59m² | 1 vaga
3798,R$ 650.000,"Recife, Boa Viagem",1 quarto | 42m² | Condomínio: R$ 1 | 1 vaga
3799,R$ 105.200R$ 169.100,"Jaboatão dos Guararapes, Socorro",2 quartos | 51m² | 1 vaga
3800,R$ 260.145,"Recife, Encruzilhada",3 quartos | 70m² | 1 vaga
3801,R$ 124.100,"Paulista, Maranguape I",3 quartos | 770m² | 5 ou mais vaga
3802,R$ 310.500,"Recife, Madalena",2 quartos | 47m² | 1 vaga
3803,R$ 312.021,"Jaboatão dos Guararapes, Piedade",3 quartos | 67m² | 1 vaga
3804,R$ 6.850.000,"Recife, Boa Viagem",2 quartos | 43m² | 1 vaga
3805,R$ 250.123,"Recife, Várzea",4 quartos | 247m² | 3 vagas
3806,R$ 260.033,"Jaboatão dos Guararapes, Piedade",2 quartos | 47m² | 1 vaga
3807,R$ 250.141,"Recife, Torre",3 quartos | 106m² | 1 vaga
3808,R$ 1.650.000,"Recife, São José",3 quartos | 66m² | 1 vaga
3809,R$ 281.606,"Recife, Boa Viagem",3 quartos | 60m² | 1 vaga
3810,R$ 320.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 52m² | Condomínio: R$ 190 | 1 vaga
3811,R$ 370.017,"Jaboatão dos Guararapes, Candeias",3 quartos | 66m² | 1 vaga
3812,R$ 399.541,Recife,2 quartos | 54m² | 1 vaga
3813,R$ 50.000,"Jaboatão dos Guararapes, Zumbi do Pacheco",4 quartos | 170m² | 3 vagas
3814,R$ 310.524,"Jaboatão dos Guararapes, Candeias",3 quartos | 65m² | 1 vaga
3815,R$ 255.236,"Jaboatão dos Guararapes, Candeias",1 quarto | 33m² | 1 vaga
3816,R$ 1.150.000,"Recife, Imbiribeira",3 quartos | 84m² | 2 vagas
3817,R$ 325.000,"Jaboatão dos Guararapes, Candeias",2 quartos | 0m²
3818,R$ 182.063,"Jaboatão dos Guararapes, Candeias",3 quartos | 92m² | 1 vaga
3819,R$ 525.123,"Recife, Graças",3 quartos | 67m² | 1 vaga
3820,R$ 250.000,Caruaru,2 quartos | 100m² | 1 vaga
3821,R$ 730.183,Ipojuca,2 quartos | 45m² | Condomínio: R$ 0 | 1 vaga
3822,R$ 340.285,"Jaboatão dos Guararapes, Candeias",3 quartos | 91m² | 2 vagas
3823,R$ 240.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 55m² | Condomínio: R$ 0 | 1 vaga
3824,R$ 181.451,"Recife, Boa Viagem",3 quartos | 83m² | 2 vagas
3825,R$ 685.000,"Recife, Madalena",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3826,R$ 134.996,"Paulista, Jaguarana",2 quartos | 42m² | Condomínio: R$ 1 | 1 vaga
3827,R$ 399.444,"Recife, Torre",2 quartos | 59m² | 1 vaga
3828,R$ 102.100,"Jaboatão dos Guararapes, Marcos Freire",3 quartos | 91m² | 1 vaga
3829,R$ 155.001,"Jaboatão dos Guararapes, Piedade",3 quartos | 81m² | 2 vagas
3830,R$ 240.473,"Jaboatão dos Guararapes, Candeias",3 quartos | 67m² | Condomínio: R$ 390 | 1 vaga
3831,R$ 340.000,"Recife, Coelhos",2 quartos | 60m² | 1 vaga
3832,R$ 700.000,"Recife, Boa Viagem",4 quartos | 136m² | 2 vagas
3833,R$ 345.000,"Jaboatão dos Guararapes, Candeias",3 quartos | 60m² | 1 vaga
3834,R$ 400.016,"Recife, Boa Viagem",2 quartos | 55m² | 1 vaga
3835,R$ 750.000,"Recife, Boa Viagem",2 quartos | 56m² | 1 vaga
3836,R$ 319.000,"Recife, Cordeiro",3 quartos | 63m² | Condomínio: R$ 0 | 1 vaga
3837,R$ 249.000,"Jaboatão dos Guararapes, Piedade",2 quartos | 56m² | 1 vaga
3838,R$ 450.016,"Recife, Boa Viagem",2 quartos | 55m² | 1 vaga
3839,R$ 171.900,"Paulista, Nossa Senhora do Ó",3 quartos | 70m² | Condomínio: R$ 140 | 1 vaga
3840,R$ 327.500,"Jaboatão dos Guararapes, Piedade",4 quartos | 134m² | 2 vagas
